price,class,weight,condition,taste grade,size,age,type,origin
0.82,5,138,3,7,139,35,Reed,Peru
0.86,2,89,3,7,90,24,Reed,Spain
0.9,3,190,3,8,191,11,Gwen,South Africa
0.55,3,124,3,6,125,17,Gwen,Spain
0.82,3,173,3,7,122,17,Pinkerton,Chile
0.97,4,209,3,10,210,11,Pinkerton,Other
0.73,3,165,4,7,166,17,Reed,Other
0.8,3,113,3,8,104,5,Hass,Peru
0.74,6,324,4,6,217,23,Reed,Other
1.18,4,384,3,10,385,7,Gwen,Spain
0.62,3,120,4,6,121,17,Gwen,Other
0.63,2,87,3,6,88,24,Pinkerton,Spain
1.08,6,241,3,9,223,35,Hass,Spain
1.45,3,156,4,6,157,31,Pinkerton,Peru
1.04,3,241,3,9,242,10,Pinkerton,Israel
0.78,4,230,3,7,139,20,Gwen,Peru
0.6,3,139,4,7,140,19,Reed,Spain
1.17,5,292,3,8,233,38,Pinkerton,Chile
0.89,4,137,3,7,138,31,Reed,Chile
0.59,2,95,3,6,96,31,Reed,Other
1.13,3,309,3,10,310,7,Gwen,Other
1.11,4,239,3,9,160,15,Hass,South Africa
1.49,3,207,3,9,208,30,Gwen,Spain
3.71,4,577,4,11,578,13,Pinkerton,Peru
0.68,3,146,3,7,147,8,Hass,Israel
0.78,2,151,3,8,152,5,Hass,Spain
1.45,5,518,3,11,262,9,Gwen,South Africa
1.07,4,343,3,11,344,8,Gwen,South Africa
0.85,4,170,3,7,171,22,Hass,Israel
1.3,3,264,4,9,133,20,Gwen,Other
0.77,3,120,3,6,121,25,Gwen,Peru
1.02,2,185,4,7,186,38,Gwen,Spain
0.64,5,151,4,7,152,20,Hass,Other
1.11,4,213,5,7,108,33,Pinkerton,Other
0.75,4,264,3,9,265,5,Hass,Other
1.01,4,300,3,8,198,36,Pinkerton,Peru
0.87,3,187,5,7,107,31,Reed,South Africa
0.74,2,99,3,7,100,24,Hass,Chile
0.85,3,200.5,3,7,161.5,13,Hass,South Africa
0.97,3,203,5,8,141,18,Hass,Peru
0.66,3,150,2,7,107,14,Pinkerton,Peru
0.92,4,153,4,7,154,37,Pinkerton,South Africa
0.69,3,199,3,7,200,5,Hass,Chile
0.69,3,142,4,7,111,12,Pinkerton,Peru
0.67,3,140,4,6,141,21,Pinkerton,Spain
0.66,4,187,3,7,188,5,Hass,Spain
1.17,4,304,3,9,269,32,Reed,Chile
0.69,3,179,3,7,140,13,Hass,Chile
0.84,2,159,4,7,93,25,Gwen,Chile
0.77,3,205,5,7,118,20,Hass,Other
1.82,5,422,3,10,212,21,Reed,Chile
1.27,5,403,3,11,404,7,Hass,South Africa
0.65,4,177,5,7,106,12,Hass,Chile
0.85,4,210,3,8,141,14,Hass,Peru
0.72,3,212,3,7,213,12,Pinkerton,Israel
0.72,4,260,4,8,203,17,Gwen,Peru
1.15,3,240,3,7,187,38,Gwen,Israel
0.93,5,318,3,7,170,17,Reed,Israel
1.04,4,279,4,8,165,14,Pinkerton,Chile
0.93,3,208,3,8,209,10,Gwen,Peru
0.77,2,137,4,7,138,11,Reed,Israel
1.05,4,279,3,9,280,8,Gwen,Peru
1.11,2,174,3,8,175,22,Pinkerton,Other
1.56,3,640,4,10,382,18,Gwen,Chile
0.58,3,180,3,7,181,8,Gwen,Other
0.7,3,180,3,7,181,8,Gwen,Other
0.63,3,119,4,7,120,17,Hass,Spain
0.71,2,86,4,7,87,24,Gwen,Israel
1.01,3,246,4,8,138,23,Hass,Israel
0.82,4,198,4,7,199,15,Pinkerton,Chile
0.64,2,67,3,6,68,26,Pinkerton,Spain
0.99,3,141,4,8,142,31,Hass,Israel
0.63,4,186,3,8,113,14,Hass,Israel
0.58,3,98,3,7,99,22,Reed,Spain
1.91,4,304,4,9,209,31,Gwen,Spain
0.64,3,181,3,7,125,14,Reed,UK
0.77,4,156,3,8,133,19,Gwen,Chile
1.05,4,210,3,8,135,22,Pinkerton,South Africa
1.88,5,250,5,8,251,26,Gwen,Peru
0.5,2,52,2,5,53,23,Pinkerton,South Africa
1.08,4,301,3,10,302,5,Pinkerton,Israel
0.68,4,214,3,7,143,17,Reed,Peru
0.66,3,239,4,7,200,17,Gwen,Other
0.78,2,151,3,7,110,27,Reed,Other
1.24,4,221,4,7,147,23,Gwen,Other
0.73,3,217,3,7,218,8,Pinkerton,Peru
1,3,179,3,8,180,4,Hass,Peru
0.67,3,139,4,7,85,36,Gwen,South Africa
0.93,3,185,4,8,186,12,Reed,South Africa
0.87,2,148,3,8,149,15,Reed,Peru
0.94,3,185,4,8,138,16,Reed,Peru
1.29,4,335,3,9,256,4,Pinkerton,Chile
0.64,3,104,3,7,105,26,Gwen,Israel
0.88,4,281,3,10,282,12,Hass,Spain
0.78,1,101,3,7,102,36,Reed,Spain
0.9,3,225,4,8,226,11,Reed,South Africa
0.99,3,180,3,8,181,16,Gwen,South Africa
0.81,3,240,4,7,190,27,Hass,Other
0.8,4,178,3,7,179,33,Reed,Spain
0.71,3,212,3,9,173,14,Pinkerton,Spain
0.67,3,186,3,7,187,10,Pinkerton,Chile
0.91,3,146,3,8,116,5,Reed,Peru
0.64,3,123,4,7,124,21,Pinkerton,Spain
0.63,2,108.8,3,6,109.8,23,Gwen,Other
0.65,3,80,3,6,71,24,Pinkerton,Other
0.69,3,119,4,7,120,20,Hass,Peru
0.72,5,194,3,7,125,6,Reed,Other
1.08,4,330,4,9,173,16,Gwen,Other
0.72,4,259,3,8,260,7,Pinkerton,South Africa
0.72,3,208,3,8,209,6,Gwen,Chile
0.85,4,268,3,7,269,7,Reed,South Africa
0.66,3,167,4,7,131,10,Pinkerton,Israel
0.97,3,183,4,8,173,30,Hass,Other
0.82,3,140,4,8,71,37,Pinkerton,South Africa
1.07,4,277,4,7,148,22,Gwen,South Africa
1.35,3,363,4,9,216,16,Hass,Israel
0.63,3,104,3,6,105,12,Gwen,Other
1.83,3,269,4,10,270,15,Gwen,Peru
0.84,5,202,4,7,203,27,Pinkerton,Spain
1.75,5,245,4,9,246,19,Pinkerton,Spain
0.85,4,203,3,7,204,13,Hass,Peru
0.55,3,145,3,7,146,23,Hass,Other
0.71,4,240,3,8,241,9,Gwen,South Africa
1.02,4,287,4,8,187,20,Reed,Israel
0.66,4,134,3,7,135,31,Reed,Spain
0.71,3,168,3,7,109,20,Hass,South Africa
0.73,4,185,3,7,186,17,Reed,Israel
0.82,3,122,3,7,123,18,Gwen,Chile
0.91,3,232,4,9,180,14,Gwen,Other
0.94,5,322,3,8,323,16,Gwen,Israel
1.07,4,319,3,9,320,5,Gwen,Spain
1.07,3,353,3,10,354,9,Hass,Other
0.65,3,205,3,7,125,14,Reed,Chile
0.84,3,172,4,7,173,21,Hass,Israel
0.73,4,285,3,8,286,5,Gwen,South Africa
0.69,4,227,4,7,130,15,Gwen,Spain
0.77,3,188,3,8,143,21,Pinkerton,Chile
0.72,4,277,3,8,278,10,Hass,Other
1.86,4,449,3,12,450,7,Pinkerton,South Africa
0.93,4,311,3,9,312,5,Reed,Chile
0.72,4,236,3,8,237,9,Gwen,Peru
0.95,3,218,3,8,219,9,Hass,Israel
0.62,2,191,3,8,192,13,Pinkerton,Chile
0.94,4,226,3,9,227,10,Pinkerton,Israel
0.64,3,177,4,7,178,20,Reed,Other
0.65,3,146,3,7,147,10,Reed,Peru
1.09,4,208,5,8,148,27,Gwen,Other
1.32,5,296,5,8,156,21,Reed,Spain
1.07,4,322,3,9,323,6,Hass,South Africa
0.66,3,114,3,7,115,20,Pinkerton,Israel
0.9,4,166,3,8,167,18,Reed,Chile
0.77,4,143,5,7,144,22,Gwen,Israel
1.09,3,182,4,8,163,35,Gwen,Chile
1.3,4,354,3,8,273,11,Pinkerton,South Africa
0.71,4,162,5,7,163,38,Gwen,South Africa
0.91,4,310,3,8,311,8,Gwen,Other
1.09,4,150,5,7,151,38,Pinkerton,Other
0.77,4,282,3,9,283,5,Pinkerton,Spain
0.65,3,185,3,6,186,35,Reed,Israel
0.63,4,157,4,7,158,12,Hass,Spain
0.81,4,230,5,8,156,14,Pinkerton,South Africa
0.88,2,92,1,6,93,22,Reed,Other
0.66,3,160,4,8,161,9,Reed,South Africa
0.99,3,263,3,9,264,8,Reed,Peru
1,4,302,4,8,155,14,Gwen,Israel
0.82,3,149,3,7,107,18,Reed,South Africa
0.61,3,116,5,7,117,17,Gwen,Israel
0.65,4,204,3,8,205,6,Pinkerton,Israel
0.79,2,155,4,8,156,11,Hass,Chile
0.88,4,199,4,8,130,18,Hass,South Africa
0.94,3,190,4,7,145,17,Gwen,Peru
1.17,5,384,3,9,385,6,Reed,Peru
0.95,4,240,3,7,121,21,Reed,Other
0.61,3,166,4,7,167,16,Reed,Peru
1.93,4,605.5,4,12,356.5,8,Gwen,Other
0.68,3,203,4,8,190,18,Reed,Spain
0.69,2,84,3,7,85,32,Gwen,Chile
0.6,4,145,4,7,146,18,Reed,Israel
0.69,3,146,3,7,147,23,Reed,Other
1.28,5,201,3,9,190,31,Gwen,Other
0.87,4,291,3,9,292,5,Gwen,Other
0.67,4,188,3,7,114,20,Pinkerton,Peru
0.86,3,217,3,8,146,11,Pinkerton,South Africa
0.77,2,126,4,7,127,24,Gwen,Peru
0.86,3,197,3,8,198,4,Reed,Israel
0.94,4,209,3,8,210,11,Gwen,Other
1.27,4,345,3,10,258,5,Pinkerton,Spain
0.67,3,113,3,7,114,22,Pinkerton,Peru
1.02,3,260,4,8,131,17,Gwen,Chile
0.71,3,103,3,7,104,22,Hass,Spain
0.72,2,170,3,7,124,21,Pinkerton,Chile
0.83,2,148,3,8,140,4,Gwen,Spain
1.57,4,425,4,9,327,16,Hass,Peru
0.87,3,160,3,8,161,22,Gwen,South Africa
0.64,4,187,3,7,188,14,Hass,Peru
0.65,3,144,4,7,101,12,Hass,South Africa
0.74,3,272,3,9,273,10,Pinkerton,Other
0.76,3,124,5,6,125,24,Hass,Chile
0.6,3,102,4,7,103,18,Reed,Israel
0.66,2,118,4,6,60,25,Gwen,Israel
0.81,5,308,3,8,232,6,Reed,Israel
0.66,4,175,3,7,176,11,Gwen,Spain
0.95,4,253,4,7,122,21,Reed,Israel
0.61,3,158,3,7,159,10,Reed,South Africa
0.61,5,234,3,7,235,21,Hass,South Africa
2.77,5,630,3,12,437,5,Reed,Peru
0.77,4,240,5,7,121,15,Gwen,Other
0.63,3,130,4,7,131,19,Pinkerton,Chile
0.67,3,176,4,6,89,28,Gwen,Israel
0.89,4,152,3,7,103,25,Hass,Chile
0.58,3,107,4,6,108,21,Reed,Peru
0.9,3,256,3,8,257,11,Pinkerton,UK
0.68,3,128,3,6,129,21,Hass,South Africa
0.95,4,166,3,8,167,18,Gwen,Peru
0.67,3,186,3,7,121,19,Reed,Spain
0.85,2,95,3,7,86,31,Pinkerton,Israel
0.96,4,214,3,7,120,23,Gwen,Spain
0.78,2,148,3,7,125,4,Pinkerton,South Africa
0.99,3,226,3,8,167,6,Reed,Peru
1.09,4,230,3,9,231,7,Reed,Chile
0.79,3,165,4,7,124,16,Gwen,Peru
0.91,3,199,3,7,124,37,Reed,South Africa
0.64,4,196,5,7,117,14,Gwen,South Africa
0.62,3,131,4,7,132,17,Hass,Spain
0.88,4,245,5,9,246,15,Pinkerton,South Africa
0.69,3,91,3,7,92,22,Reed,South Africa
0.87,3,158,5,7,159,19,Gwen,Other
0.73,3,178,3,7,114,15,Hass,South Africa
0.72,3,104,3,6,105,32,Pinkerton,Other
0.87,4,234,3,8,165,14,Hass,Spain
0.66,3,172,3,8,101,12,Reed,Peru
0.76,3,160,3,7,161,22,Hass,Israel
0.65,3,132,3,7,133,22,Hass,Other
0.93,5,235,3,8,153,33,Pinkerton,Peru
0.94,5,274,5,7,168,32,Pinkerton,Israel
0.72,4,230,3,8,231,6,Gwen,Chile
1.19,5,435,3,10,296,16,Gwen,Peru
0.64,3,143,4,7,99,13,Reed,Israel
0.73,3,240,3,9,241,16,Hass,South Africa
0.74,3,94,4,6,95,20,Pinkerton,Other
0.7,3,102,5,7,103,20,Hass,Peru
0.61,2,168,4,7,169,37,Hass,Peru
0.67,2,134,3,7,135,24,Reed,South Africa
1.16,4,396,3,10,397,5,Gwen,Other
0.68,6,265,3,8,266,36,Gwen,South Africa
0.74,4,212,4,8,213,18,Gwen,Israel
1.44,4,285,3,9,254,6,Gwen,South Africa
1.27,4,285,5,8,250,22,Hass,South Africa
0.75,6,187,4,7,188,17,Hass,Spain
0.97,4,266,4,7,139,24,Reed,South Africa
0.65,3,119,3,6,120,24,Gwen,UK
0.63,2,177,4,7,97,26,Hass,Chile
1.62,4,277,3,9,278,6,Hass,Peru
0.99,4,208,5,8,123,23,Reed,Spain
1.19,5,270,5,9,271,11,Hass,Spain
0.92,4,220,5,8,111,22,Reed,Other
0.79,4,216,2,8,217,14,Reed,South Africa
0.83,3,201,3,8,202,7,Hass,Peru
1.97,3,378,3,9,244,23,Gwen,Chile
1.06,3,446,3,9,447,5,Hass,Spain
0.81,3,177,3,8,117,20,Gwen,Peru
0.9,3,143,3,7,144,24,Reed,Other
0.8,4,170,4,7,86,22,Gwen,South Africa
0.66,4,183,3,7,184,23,Reed,South Africa
0.62,3,141,4,7,142,18,Hass,Israel
0.81,4,306,3,8,182,15,Gwen,Israel
0.67,3,182,3,7,153,33,Pinkerton,Peru
0.81,4,243,4,7,244,37,Hass,Israel
0.64,2,74,5,6,75,26,Pinkerton,Israel
0.69,3,77,3,6,68,26,Gwen,Other
0.69,4,220,3,8,187,10,Hass,Peru
0.9,3,292,3,7,155,37,Reed,South Africa
0.65,4,204,3,7,126,14,Reed,Other
0.86,3,160,3,7,100,14,Reed,Peru
0.71,4,199,3,7,200,6,Hass,South Africa
0.73,4,183,3,7,184,6,Hass,Peru
0.7,3,254,3,7,255,5,Pinkerton,Spain
1.59,2,270,3,9,271,10,Hass,Spain
0.62,4,144,4,7,145,18,Gwen,Other
0.89,3,155,3,7,95,22,Reed,Spain
1.03,3,249,3,9,250,6,Gwen,Other
0.82,5,265,4,7,136,14,Hass,Peru
1.12,4,200,3,8,201,6,Pinkerton,Israel
0.85,6,344,3,8,329,4,Reed,South Africa
0.87,3,228,3,9,229,11,Gwen,Peru
0.79,2,132,3,7,133,6,Gwen,Spain
0.64,4,207,3,8,208,10,Pinkerton,UK
0.93,3,186,5,7,187,37,Pinkerton,Spain
0.72,3,94,3,6,95,20,Hass,South Africa
0.96,4,229,5,7,230,19,Gwen,Chile
0.57,2,151,2,6,126,21,Hass,Other
0.9,3,183,5,7,130,37,Hass,Spain
1.09,4,309,3,9,310,6,Gwen,South Africa
1.44,4,434,3,11,435,6,Reed,South Africa
0.95,3,320,3,9,321,14,Hass,South Africa
0.69,4,156,4,6,157,22,Gwen,Chile
0.62,3,128,3,7,129,9,Gwen,Other
0.65,4,202,3,7,203,6,Reed,South Africa
0.63,3,104,5,7,105,16,Gwen,Other
0.85,4,226,3,7,134,6,Pinkerton,Chile
0.66,3,86,3,6,87,33,Hass,Peru
0.62,5,192,3,7,117,20,Pinkerton,Other
0.85,4,229,5,8,128,17,Gwen,Peru
0.74,4,207,5,7,113,25,Reed,UK
0.99,6,425,4,7,303,39,Pinkerton,Israel
1.37,3,222,3,9,180,31,Pinkerton,Chile
0.92,2,184,3,8,115,21,Reed,South Africa
1,4,259,3,10,260,9,Gwen,Peru
1.04,5,311,5,7,157,27,Gwen,Peru
0.84,3,260,4,7,131,13,Pinkerton,Chile
0.64,2,106,4,6,107,23,Gwen,Peru
0.8,3,125,4,7,76,25,Reed,Other
0.92,4,252,3,8,253,13,Gwen,Peru
0.83,3,207,3,8,145,14,Reed,Israel
0.58,2,130,5,6,131,21,Pinkerton,Peru
0.8,5,219,3,7,140,20,Gwen,Chile
0.9,4,276,4,8,177,15,Reed,Other
0.57,3,171,4,7,114,14,Hass,Peru
0.74,3,175,3,8,176,9,Gwen,Spain
0.67,3,155.2,3,7,156.2,3,Gwen,Israel
0.77,6,235,3,8,201,38,Reed,Other
0.98,5,511,3,10,386,6,Pinkerton,Other
0.74,3,172,4,7,173,10,Hass,South Africa
0.66,4,196,3,8,197,6,Gwen,Other
0.65,2,127,3,6,128,14,Pinkerton,Israel
0.59,3,118,4,7,119,14,Gwen,Chile
0.72,4,223,3,8,224,5,Hass,Spain
1.19,4,470,3,10,343,14,Reed,Peru
0.74,3,215,3,8,216,10,Gwen,Peru
0.93,3,240,3,8,241,12,Gwen,Spain
0.68,3,183,3,7,184,10,Hass,Other
0.81,4,280,3,8,281,6,Gwen,Other
0.68,3,209,3,8,210,10,Gwen,Israel
1.28,4,234,4,9,235,19,Hass,Other
0.71,4,167,3,7,111,20,Reed,Other
0.67,4,199,4,8,119,14,Gwen,South Africa
0.81,4,227,3,7,130,14,Pinkerton,Israel
1.74,4,491,4,10,257,19,Reed,Peru
0.7,3,95,4,6,96,26,Pinkerton,Israel
0.81,3,161,3,7,162,22,Pinkerton,Peru
0.7,4,194,3,7,195,7,Reed,Peru
0.81,3,121,5,7,122,22,Reed,Peru
0.99,4,257,3,9,258,6,Reed,Other
0.94,3,170,5,7,116,31,Hass,Israel
0.63,4,161,3,6,162,24,Pinkerton,Peru
1.25,4,412,3,11,308,5,Pinkerton,Chile
1.29,3,288,3,8,170,13,Pinkerton,South Africa
0.8,4,199,3,8,200,16,Pinkerton,Peru
0.63,3,126,3,7,127,11,Hass,Spain
0.84,6,475,4,8,476,24,Pinkerton,Chile
1.12,4,301,3,9,302,8,Reed,Peru
0.96,3,241,4,8,183,15,Reed,Spain
0.57,3,128,3,7,129,16,Gwen,Other
0.71,3,232,3,7,117,20,Reed,Israel
0.67,3,122,3,6,123,21,Reed,Israel
1.02,2,140,4,8,141,22,Pinkerton,Israel
0.67,3,159,3,7,115,15,Pinkerton,Spain
0.92,4,222,3,8,223,11,Reed,South Africa
1.07,2,277,3,8,278,5,Hass,Other
0.87,4,230.3,3,8,231.3,8,Pinkerton,Other
0.91,3,160,3,8,161,19,Hass,Other
0.92,4,128,3,7,87,31,Hass,South Africa
1.12,5,290,3,9,291,5,Pinkerton,Chile
1.27,3,295,4,10,208,18,Hass,Israel
0.71,3,170,3,7,171,8,Gwen,Chile
0.83,3,105,3,7,106,12,Reed,Other
0.72,4,299,4,8,189,14,Hass,Chile
1.79,5,310,4,9,311,38,Gwen,South Africa
0.69,3,124,4,7,125,23,Hass,Peru
0.69,2,78,4,7,79,25,Pinkerton,Chile
0.62,2,85,3,8,86,6,Reed,Peru
0.84,3,154,3,8,155,16,Gwen,Peru
0.81,4,228,3,8,229,9,Gwen,Other
0.73,3,255,3,7,186,20,Pinkerton,Peru
0.73,2,177,4,8,178,11,Gwen,Peru
1.06,3,232,3,7,233,28,Gwen,Spain
1.27,3,260,5,8,261,17,Hass,Peru
0.72,2,157,3,8,132,5,Reed,Chile
0.87,4,306,3,8,287,5,Pinkerton,Other
0.73,4,196,3,7,123,22,Hass,Chile
0.84,5,327,3,9,328,5,Hass,Peru
0.55,3,109,4,6,110,17,Hass,Spain
3.22,2,684,3,11,436,6,Gwen,South Africa
0.73,3,94,4,7,95,18,Pinkerton,Chile
1.39,5,388,4,9,255,14,Hass,South Africa
0.6,5,177,4,7,178,20,Hass,Peru
1.21,4,364,3,11,365,7,Reed,UK
1.79,3,316,4,9,183,18,Gwen,Israel
0.78,2,159,3,9,160,8,Reed,South Africa
0.65,4,129,3,6,106,23,Reed,South Africa
1.06,5,365.5,5,8,218.4,22,Pinkerton,Peru
0.69,4,249,3,7,250,6,Hass,Other
0.75,3,147,3,7,148,6,Gwen,Other
1.47,3,396,3,10,261,29,Gwen,Peru
1.32,3,319,4,8,264,26,Gwen,Peru
0.77,2,81,5,6,82,24,Hass,South Africa
1.06,5,298,3,9,299,5,Reed,South Africa
1,4,278,4,9,279,12,Hass,Spain
0.8,2,134,4,7,135,22,Gwen,Chile
1.88,5,493,3,11,417,7,Gwen,Other
1.03,3,136,3,8,137,25,Reed,Israel
0.65,3,132,4,7,133,10,Reed,Peru
0.73,3,121,3,7,122,12,Hass,South Africa
0.85,4,194,3,8,195,8,Pinkerton,Peru
1.52,4,316,3,9,203,34,Hass,Israel
0.71,4,198,3,8,199,5,Pinkerton,South Africa
1.13,4,232,4,9,163,15,Gwen,Israel
0.67,4,166,3,7,167,17,Pinkerton,South Africa
1.02,3,166,3,9,141,6,Hass,Peru
0.9,2,108,4,7,79,33,Pinkerton,Peru
0.89,2,151,4,7,152,33,Pinkerton,South Africa
2.02,4,295,4,9,256,23,Pinkerton,Peru
1.16,4,307,3,9,308,14,Hass,Other
0.72,2,97,3,7,98,24,Gwen,Other
0.72,4,214,3,8,215,30,Hass,Chile
1.46,4,257,4,9,258,19,Pinkerton,Other
0.66,3,126,3,7,127,4,Gwen,South Africa
0.77,3,122,3,7,123,19,Gwen,South Africa
0.8,3,172,5,7,173,24,Hass,Spain
0.63,4,214,3,6,133,32,Gwen,South Africa
1.01,4,142,4,8,143,31,Pinkerton,Peru
0.89,4,206,3,8,207,8,Pinkerton,Israel
0.68,3,132,3,7,100,22,Gwen,Israel
0.72,3,181,4,7,182,17,Pinkerton,Spain
1.29,4,298,3,9,299,10,Gwen,Peru
0.71,2,135,3,8,136,15,Gwen,Peru
0.79,3,154,3,7,155,11,Gwen,Chile
0.73,3,251,4,8,252,6,Pinkerton,Peru
0.89,3,167,3,8,168,10,Hass,Spain
0.97,5,369,3,9,255,5,Gwen,South Africa
0.72,3,132,3,8,133,20,Gwen,South Africa
0.59,3,151,2,7,99,14,Reed,Other
0.7,3,151,2,7,99,14,Hass,Other
0.99,4,187,3,8,163,14,Hass,Chile
0.67,6,240,3,7,241,10,Reed,Peru
0.68,6,240,3,7,241,10,Reed,Chile
0.6,3,117,4,6,118,18,Gwen,South Africa
0.59,3,119,3,7,120,21,Pinkerton,Chile
1.02,3,208,5,7,117,22,Reed,Peru
0.9,4,215,4,7,147,13,Gwen,Chile
0.65,3,158,5,7,159,36,Hass,Peru
0.92,3,158,5,7,159,36,Gwen,Israel
0.83,3,237,3,8,196,5,Reed,Spain
0.67,3,184,3,7,93,38,Pinkerton,Peru
1.07,4,266,3,9,267,6,Hass,Spain
0.98,3,219,3,9,220,6,Hass,South Africa
0.96,3,166,4,7,111,30,Gwen,Spain
0.88,3,178,3,7,131,14,Hass,Spain
0.56,2,70,5,6,71,23,Gwen,Peru
0.72,4,157,3,7,113,20,Gwen,Peru
0.76,3,122,3,7,123,13,Hass,Israel
1.01,3,315,4,9,301,10,Hass,UK
0.95,4,269,3,7,270,6,Hass,Spain
0.58,2,68,3,6,69,26,Gwen,Spain
1.49,6,375,5,9,276,28,Hass,Peru
0.57,3,101,3,7,102,21,Hass,South Africa
0.82,3,171,3,8,142,31,Hass,South Africa
0.89,4,209,3,8,210,10,Hass,Peru
0.78,3,156,3,7,157,39,Reed,Other
0.66,3,156,3,7,157,6,Gwen,Peru
0.73,4,257,3,8,258,4,Hass,Other
0.62,3,101,4,6,102,20,Gwen,Other
0.58,2,102,4,6,103,24,Reed,Peru
0.89,5,171,4,8,172,15,Pinkerton,South Africa
0.88,3,230,3,8,231,10,Hass,Peru
0.96,4,199,3,8,122,16,Reed,Peru
0.91,3,273,3,9,274,15,Pinkerton,Chile
0.76,4,219.5,3,7,107,36,Reed,Israel
0.86,2,156,3,8,157,5,Pinkerton,Other
0.72,3,140,3,7,121,33,Hass,Peru
0.88,3,140,3,7,121,33,Hass,Peru
1.16,4,369,3,10,370,7,Pinkerton,Peru
0.73,2,114,3,7,115,24,Reed,Peru
0.93,4,192,5,7,131,32,Hass,Peru
0.99,4,249.6,3,9,250.6,7,Gwen,South Africa
0.78,3,228,4,7,169,14,Hass,Spain
0.84,4,320,3,9,321,5,Gwen,Other
0.87,2,88,3,7,89,27,Reed,Peru
0.72,3,132,3,7,133,8,Pinkerton,Chile
0.9,3,245,3,9,246,4,Gwen,Spain
0.61,3,104,4,6,105,20,Gwen,Spain
0.76,3,248,3,9,249,10,Hass,South Africa
0.71,5,183,3,7,162,21,Hass,South Africa
0.82,3,144,3,7,145,6,Reed,South Africa
0.68,4,158,3,7,159,3,Gwen,Chile
1.04,3,323,3,9,324,5,Pinkerton,Peru
0.63,4,181,3,7,124,17,Pinkerton,South Africa
0.66,3,249.5,3,8,250.5,4,Pinkerton,Spain
0.65,4,174,4,7,119,19,Gwen,Spain
0.79,3,168,4,6,85,40,Gwen,UK
0.69,4,246,3,8,247,9,Gwen,Chile
1.04,3,305,3,8,173,12,Pinkerton,Israel
0.65,3,163,3,7,164,10,Reed,Israel
0.98,3,246,3,9,247,5,Reed,South Africa
0.58,3,103,3,7,104,22,Gwen,South Africa
0.98,3,341,4,10,246,16,Hass,UK
1.1,3,231,4,7,153,27,Gwen,Peru
1.19,4,261,5,8,127,33,Hass,Chile
0.95,3,233,3,9,234,7,Reed,Chile
0.71,4,298,3,8,299,6,Pinkerton,Spain
0.85,3,179,3,8,180,14,Reed,South Africa
1.79,4,294,3,9,148,21,Hass,Peru
1.81,4,390,5,10,253,16,Gwen,Spain
1.83,4,390,5,10,253,16,Hass,Chile
0.85,3,175,3,7,124,40,Gwen,Chile
0.94,6,266,5,8,156,19,Pinkerton,Spain
0.88,2,158,3,8,129,26,Gwen,South Africa
1.19,5,235,4,8,123,19,Hass,South Africa
0.65,4,251,4,7,162,16,Pinkerton,Peru
0.66,3,148,3,8,149,11,Reed,Other
0.8,3,172,3,7,125,23,Hass,Peru
0.81,3,147,4,7,148,12,Pinkerton,Peru
0.96,3,154,3,7,126,25,Gwen,Chile
1.02,3,282,3,9,283,5,Gwen,South Africa
0.61,4,125,4,7,126,16,Pinkerton,Peru
0.62,4,208,4,7,129,12,Reed,Other
1.48,4,518,4,10,519,10,Reed,Israel
0.75,3,286,4,9,287,10,Hass,Other
0.84,4,271,3,9,272,10,Hass,Spain
1.02,2,114,3,7,115,32,Reed,Other
1.25,4,407,3,10,408,10,Gwen,Chile
1,3,171,4,8,113,26,Pinkerton,Other
0.76,3,134,3,7,135,16,Pinkerton,South Africa
0.72,4,229,3,8,230,14,Hass,Spain
0.75,3,186,3,8,94,33,Gwen,Peru
0.65,3,108,3,6,109,23,Pinkerton,South Africa
0.77,3,96,3,7,97,22,Gwen,Peru
0.54,2,98,3,7,99,33,Gwen,Peru
0.78,3,150,5,7,131,31,Gwen,Other
0.75,3,144,3,7,145,16,Reed,Peru
0.96,4,258,3,8,259,9,Pinkerton,Peru
0.71,5,207,3,7,208,7,Reed,Peru
0.91,3,188,4,7,127,18,Pinkerton,Israel
0.77,3,242,3,7,243,36,Pinkerton,South Africa
1.34,2,189,3,8,190,11,Hass,South Africa
0.73,3,192,3,8,193,9,Pinkerton,Israel
0.65,3,187,3,7,128,11,Pinkerton,Chile
0.7,2,90,3,7,91,16,Reed,Israel
1.05,3,216,4,9,217,10,Hass,Peru
0.75,2,90,5,7,91,32,Hass,Chile
0.72,2,118,4,7,95,21,Gwen,Spain
0.6,2,90,5,6,91,27,Hass,Israel
0.87,3,160,5,7,161,18,Pinkerton,Peru
0.68,3,150,5,6,76,26,Gwen,Peru
0.68,2,107,3,6,108,26,Pinkerton,Peru
0.9,4,257,3,8,258,10,Pinkerton,Other
0.81,3,121,3,7,110,31,Reed,Peru
0.89,4,185,3,8,186,12,Hass,Peru
0.75,3,174,3,8,175,9,Gwen,Peru
0.62,3,130,4,7,131,21,Hass,Israel
0.77,3,200,4,8,201,10,Gwen,Israel
0.73,5,322,3,8,323,6,Gwen,Other
0.92,4,216,3,8,217,17,Hass,UK
1.02,3,213,4,7,169,33,Reed,Peru
0.66,3,158,4,7,111,19,Gwen,South Africa
0.61,3,120,3,6,121,38,Gwen,Peru
1.42,3,379,3,10,282,10,Hass,South Africa
0.67,2,86,4,6,87,30,Pinkerton,Other
